Year;Country;G01N;G05B;G06F;G06K;G06N;G06Q;G06T;G10L;H04L;H04N;Automation_and_Control_Systems;Computer Science_Artificial_Intelligence;Computer Science_Information_Systems;Computer Science_Interdisciplinary_Applications;Computer Science_Theory_and_Methods;Engineering_Electrical_and_Electronic;Engineering_Multidisciplinary;Environmental_Sciences;Instruments_and_Instrumentation;Neurosciences;Adjusted net national income (current US$);Adjusted savings_education expenditure (% of GNI);Adjusted savings_education expenditure (current US$);Age dependency ratio (% of working-age population);Age dependency ratio, old (% of working-age population);Age dependency ratio, young (% of working-age population);Agricultural machinery, tractors per 100 sq. km of arable land;Exports of goods and services (% of GDP);External balance on goods and services (% of GDP);Final consumption expenditure (% of GDP);Fixed telephone subscriptions (per 100 people);Foreign direct investment, net inflows (% of GDP);Foreign direct investment, net inflows (BoP, current US$);Foreign direct investment, net outflows (% of GDP);Foreign direct investment, net outflows (BoP, current US$);GDP (constant 2010 US$);GDP per capita (constant 2010 US$);General government final consumption expenditure (% of GDP);GNI (current LCU);GNI per capita (current LCU);Gross capital formation (% of GDP);Gross fixed capital formation (% of GDP);Gross national expenditure (% of GDP);Imports of goods and services (% of GDP);Inflation, GDP deflator (annual %);Lower secondary school starting age (years);Merchandise exports by the reporting economy (current US$);Merchandise exports to high-income economies (% of total merchandise exports);Merchandise imports by the reporting economy (current US$);Merchandise imports from high-income economies (% of total merchandise imports);Merchandise trade (% of GDP);Population, total;Preprimary education, duration (years);Primary education, duration (years);Primary school starting age (years);Real effective exchange rate index (2010 = 100);Secondary education, duration (years);Trade (% of GDP);Urban population (% of total population);AI_publications;AI_patents
1986;United Kingdom;538;51;285;65;1;5;57;26;100;268;134;32;223;166;182;948;149;439;260;983;5,27E+11;4,5;27945000000;52,22565044;23,22741316;28,99823728;749,9927954;24,82739768;-0,604316384;87,5212976;38,43955743;1,42482067;8569621722;2,829539708;17018341645;1,41E+12;24916,70563;20,32905286;4,31E+11;7595,504911;21,57084819;21,52247217;109,0921458;25,43171407;4,345285779;11;1,07E+11;80,7747709;1,26E+11;85,06622752;38,8098712;56681396;2;6;5;115,5549441;7;50,25911175;78,34;5;3
1987;United Kingdom;549;27;188;66;7;7;57;10;105;206;101;57;174;144;231;997;172;447;319;1013;6,47E+11;4,4;33572000000;52,35841238;23,47604975;28,88236263;749,0915645;24,34631752;-0,938854583;86,12713875;40,00122136;1,754640337;13074923702;3,881714377;28925084098;1,49E+12;26181,73909;19,61990028;4,74E+11;8351,547956;22,5067508;22,36333611;108,6338896;25,28517211;5,53268946;11;1,31E+11;82,27928848;1,54E+11;85,82668342;38,33579367;56802050;2;6;5;115,3895877;7;49,63148963;78,29;17;2
1988;United Kingdom;568;29;262;81;7;4;62;8;78;311;104;43;159;210;234;1092;146;503;329;1065;7,93E+11;4,4;40920000000;52,58081024;23,74251342;28,83829681;747,8942782;21,92554642;-3,272857911;85,73895589;41,78638963;2,904105168;26430921298;4,574775366;41636070551;1,57E+12;27627,92919;18,83815391;5,31E+11;9323,744385;25,20068202;24,29712501;110,9396379;25,19840433;6,107245602;11;1,46E+11;81,6681929;1,9E+11;86,37787922;36,7538342;56928327;2;6;5;118,899159;7;47,12395074;78,24;20;1
1989;United Kingdom;530;33;269;96;22;7;67;36;118;370;97;51;159;210;247;1042;174;517;317;1122;7,96E+11;4,2;39270000000;52,86526673;23,96858743;28,8966793;760,6386153;22,39088048;-3,653970613;84,68814987;43,52313465;2,92466122;27108240789;3,385344613;31378245215;1,61E+12;28263,95083;18,41385558;5,81E+11;10173,38107;25,83574182;25,42243866;110,5238917;26,04485109;7,94518066;11;1,54E+11;82,45563459;1,99E+11;86,34195683;37,76909425;57076711;2;6;5;117,140384;7;48,43573156;78,19;23;5
1990;United Kingdom;478;38;302;67;12;15;126;16;134;465;94;71;158;237;270;1156;207;507;339;1068;9,31E+11;4,2;46200000000;53,17417424;24,1230944;29,05107984;;23,07190065;-1,856756444;85,35924947;44,40057828;3,78380568;41363405439;2,559849602;27983492261;1,63E+12;28387,9244;18,61672121;6,27E+11;10960,24889;22,96464253;23,50264827;108,323892;24,9286571;7,880260027;11;1,85E+11;82,90038304;2,23E+11;85,96946761;37,33629976;57247586;2;6;5;119,5731997;7;48,00055775;78,14;39;6
1991;United Kingdom;475;21;263;51;12;26;74;14;153;382;103;115;192;268;363;1096;180;513;345;1228;9,74E+11;4,3;49450000000;53,53163087;24,3299639;29,20166697;;22,3459286;-0,381896566;86,92815339;45,22716873;2,033973017;23244186242;2,060436038;23546604904;1,61E+12;27992,39268;19,47505284;6,62E+11;11529,24729;19,59018489;20,67786194;106,5183383;22,72782516;6,402708097;11;1,85E+11;83,53315666;2,1E+11;85,75938753;34,55652565;57424897;2;6;5;123,6678574;7;45,07375376;78,112;98;6
1992;United Kingdom;507;25;351;76;13;12;85;21;167;513;118;146;246;279;350;1214;196;585;400;1183;1,02E+12;4,5;54000000000;53,91049956;24,46708928;29,44341027;;22,67027886;-0,720084458;88,49570024;46,15461986;1,950665447;23011210834;2,216811546;26150828654;1,61E+12;28020,37333;19,95486378;6,95E+11;12066,40453;18,83030808;19,30747735;107,3260083;23,39036332;3,351918783;11;1,9E+11;83,61429373;2,22E+11;85,71420336;34,88752387;57580402;2;6;5;120,2121656;7;46,06064217;78,172;126;7
1993;United Kingdom;494;29;353;72;11;26;88;11;163;379;126;137;291;258;263;1293;215;647;335;1227;9,23E+11;5,2;56160000000;54,27398515;24,54577823;29,72820692;;24,55759966;-0,367130885;88,6662636;47,45645155;1,854764189;19686257927;2,866226362;30421803357;1,65E+12;28659,47297;19,26153042;7,31E+11;12664,91636;18,37508903;18,44383801;107,0413526;24,92473055;2,696454659;11;1,8E+11;78,89520763;2,05E+11;81,62181256;36,81017066;57718614;2;6;5;108,6137663;7;49,48233021;78,232;104;9
1994;United Kingdom;479;24;414;61;4;14;49;24;187;365;201;145;309;354;343;1513;218;736;457;1243;1,01E+12;5,2;61360000000;54,54702254;24,57899532;29,96802722;;25,78977692;-0,027225025;88,25009313;49,09338924;1,71516995;19561337402;3,834558685;43732748608;1,72E+12;29700,03894;18,90814775;7,82E+11;13521,38214;19,37551531;18,86909158;107,6256084;25,81700194;1,345852705;11;2,04E+11;80,25404658;2,26E+11;82,02925172;38,50582625;57865745;2;6;5;108,6990383;7;51,60677886;78,293;153;3
1995;United Kingdom;429;11;381;67;9;35;70;28;299;478;253;270;219;371;388;1672;300;880;585;1463;1,1E+12;5,1;65280000000;54,68149981;24,57602243;30,10547738;;25,55512949;0,272536293;81,17864595;50,76845443;2,171258045;29129258041;4,21210026;56508877717;1,78E+12;30679,53699;17,14343854;8,25E+11;14220,98503;18,54881775;18,03232796;99,72746371;25,2825932;10,15151559;11;2,39E+11;80,20747564;2,63E+11;81,61298062;37,65719252;58019030;2;6;5;104,0688032;7;50,83772269;78,353;197;3
1996;United Kingdom;510;25;543;97;8;42;86;47;393;445;281;311;237;433;297;1555;338;839;502;2030;1,16E+12;5;67500000000;54,69637284;24,60689317;30,08947967;;26,15070901;0,168091309;81,0782093;52,78932591;2,290067261;32412668835;2,947252714;41714201073;1,82E+12;31363,96514;16,71279533;8,79E+11;15111,80623;18,75369939;18,57612883;99,83190869;25,98261771;4,1201786;11;2,58E+11;80,30803272;2,84E+11;80,60425456;38,56682803;58166950;2;6;5;106,4499887;7;52,13332672;78,413;231;5
1997;United Kingdom;570;18;476;87;7;57;87;40;358;449;271;346;315;433;396;1619;267;918;493;1739;1,32E+12;5,3293328;80472925280;54,56929727;24,59274018;29,97655709;;25,55043921;0,498380212;81,71576786;54,67410237;3,2911649;51311836384;4,791206117;74698652866;1,89E+12;32489,20778;16,13435054;9,37E+11;16061,45409;17,78585192;17,01979974;99,50161979;25,05205899;1,068462994;11;2,8E+11;79,75259702;3,03E+11;79,82380874;37,70971707;58316954;2;6;5;123,3254935;7;50,6024982;78,472;269;8
1998;United Kingdom;809;21;646;98;4;57;84;56;496;452;255;344;329;485;489;1515;283;1043;453;1870;1,43E+12;4,046888891;65964288925;54,32937758;24,54869512;29,78068246;;24,16943838;-0,617338469;82,4047998;56,10838248;6,654918197;1,1E+11;9,573226924;1,58E+11;1,96E+12;33575,40829;16,13851827;1E+12;17111,02022;18,21253867;17,50718104;100,6173385;24,78677685;0,950320268;11;2,68E+11;80,59612496;3,1E+11;79,67994521;36,06775006;58487141;2;6;5;129,249215;7;48,95621524;78,532;230;3
1999;United Kingdom;899;35;817;124;20;147;145;72;736;610;291;412;313;466;587;1635;305;1021;537;1937;1,44E+12;3,841042738;63377205180;54,02066956;24,48863834;29,53203121;;23,92404589;-1,387645436;83,18698787;57,94176135;7,720615754;1,3E+11;14,40476893;2,42E+11;2,03E+12;34610,86105;16,57750668;1,04E+12;17662,49905;18,20065757;17,52145177;101,3876454;25,31169132;0,908178935;11;2,69E+11;90,48599516;3,21E+11;88,33535202;35,48895938;58682466;2;6;5;129,1065957;7;49,23573721;78,591;278;11
2000;United Kingdom;996;38;1131;118;10;333;156;123;1057;694;294;414;345;453;616;1537;313;1094;503;1925;1,43E+12;3,862106252;63724753156;53,67011266;24,42301997;29,24709269;;25,19890001;-1,734128842;83,2822678;59,7861875;9,90039152;1,64E+11;17,61634624;2,92E+11;2,1E+12;35672,91197;16,78061719;1,1E+12;18674,25799;18,45186104;17,81890401;101,7341288;26,93302886;1,860668865;11;2,85E+11;89,4012564;3,47E+11;81,30033552;38,21188633;58892514;2;6;5;130,4205758;7;52,13192887;78,651;261;4
2001;United Kingdom;998;59;1162;98;19;329;192;82;892;625;260;452;322;449;427;1410;279;1053;589;1987;1,41E+12;3,800889049;61954491497;53,31406178;24,42180739;28,89225439;;25,03635433;-2,200918139;83,82822325;58,48527089;3,419665081;56090924809;4,719532089;77411943366;2,16E+12;36592,80907;17,41313355;1,15E+12;19412,94567;18,37260713;17,89677563;102,2008304;27,23727247;0,996185043;11;2,73E+11;89,24083316;3,44E+11;79,09243428;37,58588308;59119673;2;6;5;127,2637348;7;52,27362681;78,751;261;3
2002;United Kingdom;754;26;991;146;12;199;215;69;876;503;263;655;383;476;727;1337;299;1054;506;2008;1,55E+12;4,31655551;77266343630;52,87234834;24,39753988;28,47480847;;24,11143616;-2,575757958;84,18941358;58,55346366;5,030086554;89760582753;6,775218347;1,21E+11;2,21E+12;37285,17788;18,19089687;1,21E+12;20312,53613;18,38634438;17,89894347;102,575758;26,68719411;2,112972347;11;2,79E+11;89,84945268;3,63E+11;78,13848347;36,10419813;59370479;2;6;5;128,1630509;7;50,79863027;79,047;260;4
2003;United Kingdom;713;36;1184;135;16;176;150;66;946;473;261;799;492;578;1133;1394;301;1117;521;2174;1,8E+12;4,509209125;92889707970;52,39448151;24,36257941;28,0319021;;23,8566364;-2,202431223;84,33653499;58,00787328;1,75406289;36011240473;3,998057755;82080876360;2,29E+12;38331,60568;18,86114544;1,27E+12;21350,49006;17,86597576;17,46087792;102,2025107;26,05906762;2,256217736;11;3,05E+11;88,48996216;3,99E+11;80,39272532;34,34104005;59647577;2;6;5;122,9353235;7;49,91570402;79,339;304;11
2004;United Kingdom;656;28;1015;223;8;161;148;47;1095;423;268;825;570;560;1267;1476;335;1127;574;2072;2,12E+12;4,339947542;1,05E+11;51,9363622;24,32696793;27,60939427;;23,71270059;-2,548540748;84,91131163;57,74995347;3,602072314;87059621382;5,322438145;1,29E+11;2,34E+12;39018,95104;19,49197351;1,33E+12;22235,49897;17,63722912;17,29248982;102,5485407;26,26124133;2,548086684;11;3,47E+11;88,2416454;4,7E+11;80,01656612;33,84977981;59987905;2;6;5;127,7651162;7;49,97394192;79,629;275;5
2005;United Kingdom;598;41;808;154;11;173;108;53;659;310;287;952;631;619;1438;1590;271;1201;568;2159;2,25E+12;4,73;1,22E+11;51,54579141;24,30131007;27,24448133;;24,97360833;-2,402537038;84,56821512;56,509511;9,952156126;2,53E+11;6,29896021;1,6E+11;2,42E+12;39984,16744;19,69907053;1,42E+12;23428,5885;17,83432192;17,39508148;102,402537;27,37614537;2,508582003;11;3,9E+11;85,70619323;5,18E+11;74,72131514;35,85063891;60401206;2;6;5;125,4289706;7;52,3497537;79,915;290;11
2006;United Kingdom;207;19;519;83;3;175;61;38;322;230;324;990;629;715;1338;1724;338;1410;652;2305;2,36E+12;4,69;1,27E+11;51,37202339;24,3857725;26,9862509;;27,10107578;-2,053802131;83,85793699;55,65234356;7,503876522;2,04E+11;5,242006904;1,42E+11;2,48E+12;40798,0653;19,81608531;1,48E+12;24263,76596;18,19586514;17,73021371;102,0538021;29,15487792;2,767291325;11;4,5E+11;86,19066187;6,12E+11;71,30348338;39,19219125;60846820;2;6;5;126,176942;7;56,2559537;80,199;298;7
2007;United Kingdom;201;33;478;69;3;180;87;71;281;242;333;477;471;604;399;1792;348;1497;649;2297;2,7E+12;4,8;1,49E+11;51,26708849;24,46478405;26,80230445;;25,23975349;-1,979518925;83,43279643;54,44977917;6,756623948;2,1E+11;11,94483486;3,7E+11;2,54E+12;41465,5455;19,6442686;1,54E+12;25154,11033;18,54665797;18,04576141;101,9794544;27,21927242;2,584719409;11;4,42E+11;83,95115482;6,39E+11;75,72443086;34,83182775;61322463;2;6;5;128,2703517;7;52,45902591;80,479;294;6
2008;United Kingdom;136;24;479;69;5;170;74;58;275;241;315;530;403;601;427;1705;357;1473;585;2331;2,51E+12;4,81;1,39E+11;51,26660924;24,58215126;26,68445798;;26,98941023;-2,151288326;84,68159939;55,01945391;8,672014077;2,53E+11;12,20447738;3,57E+11;2,54E+12;41024,81106;20,44692506;1,58E+12;25485,78846;17,46968894;17,4402537;102,1512883;29,14069856;2,877283989;11;4,73E+11;82,72536342;6,6E+11;75,12717692;38,66163651;61806995;2;6;5;111,7697507;7;56,13010879;80,757;271;9
2009;United Kingdom;194;11;402;45;4;142;54;91;201;199;334;511;407;636;407;1747;417;1500;613;2373;2,06E+12;4,95;1,18E+11;51,39551483;24,79416039;26,60135444;;26,37307819;-1,605685843;86,6592184;53,32920273;0,603386674;14547108445;-2,007454345;-48397913516;2,43E+12;38986,14451;22,02915164;1,54E+12;24664,6917;14,94640283;15,90959463;101,6056212;27,97876403;1,653280423;11;3,56E+11;82,51116588;5,19E+11;74,31006707;36,25067186;62276270;2;6;5;100,3071938;7;54,35184222;81,031;262;2
2010;United Kingdom;217;13;539;61;5;144;49;35;252;277;361;523;463;668;481;1757;404;1740;692;2556;2,13E+12;5,5;1,35E+11;51,66504494;25,13050969;26,53453525;;28,27507121;-1,996345651;85,90778481;52,64592039;2,696079361;66734551294;2,198063957;54407453277;2,48E+12;39435,8399;21,65854;1,6E+12;25540,11213;16,08849841;15,80515217;101,9962832;30,27141686;1,533461349;11;4,16E+11;81,31726064;5,89E+11;73,18079397;40,68503425;62766365;2;6;5;100;7;58,54648807;81,302;247;3
2011;United Kingdom;253;13;383;57;5;137;95;29;326;487;312;608;488;741;440;1833;381;1816;672;2618;2,3E+12;5,15;1,36E+11;52,34374848;25,60613487;26,7376136;;30,7000188;-0,90481653;85,24862271;51,9390117;1,015754068;27012050072;3,039645714;80833604087;2,51E+12;39731,42145;20,9691743;1,67E+12;26342,29375;15,65619382;15,4129694;100,9048165;31,60483533;2,04014405;11;5,06E+11;80,84044552;6,79E+11;74,38000418;44,50274604;63258918;2;6;5;99,83075041;7;62,30485413;81,57;253;7
2012;United Kingdom;215;20;700;79;6;215;106;24;408;575;376;718;513;785;481;1992;413;1977;698;2614;2,3E+12;5,26;1,39E+11;53,04245649;26,17965807;26,86279842;;29,97510397;-1,172210117;85,33312387;51,44863306;1,728381925;46750789728;0,444511639;12023540543;2,55E+12;40039,64682;20,77747105;1,69E+12;26601,68005;15,83902785;15,50147431;101,1721517;31,14731408;1,661790818;11;4,73E+11;79,13693628;6,96E+11;73,63802648;43,18153428;63700300;2;6;5;103,4015275;7;61,12241805;81,837;289;6
2013;United Kingdom;244;23;739;71;13;267;153;49;280;462;484;759;726;919;628;2166;471;2170;749;2815;2,34E+12;5,37;1,45E+11;53,76064261;26,80027389;26,96036872;;29,9526011;-1,276633472;84,97605926;51,37240514;1,955230732;54473175400;1,660105113;46250908172;2,61E+12;40623,38945;20,12402159;1,75E+12;27223,03592;16,30057421;15,68725594;101,2766335;31,22923458;1,895595981;11;5,4E+11;80,91169475;6,61E+11;73,18539558;43,09548252;64128226;2;6;5;102,0537798;7;61,18183568;82,102;332;14
2014;United Kingdom;294;22;831;100;10;282;219;25;382;525;458;897;764;948;644;2287;423;2414;724;2832;2,58E+12;5,650967169;1,68E+11;54,46384661;27,38339614;27,08045048;;28,50205482;-1,394280448;84,2841215;50,80485322;1,922135354;58890445253;-3,718102565;-1,14E+11;2,67E+12;41369,79848;19,82954558;1,82E+12;28228,67663;17,11015895;16,36481694;101,3942804;29,89633527;1,825842502;11;5,05E+11;80,43741039;6,9E+11;74,33377506;38,98644614;64613160;2;6;5;108,7069641;7;58,39839009;82,365;340;13
2015;United Kingdom;268;18;698;68;15;177;239;35;280;449;477;893;865;1003;761;2641;549;2791;777;3053;2,47E+12;5,619815712;1,59E+11;55,11102874;27,87998145;27,23104729;;27,65142188;-1,380252241;83,96689231;50,42730698;1,547962248;45333483122;-2,054811218;-60177016430;2,74E+12;42008,98523;19,49375449;1,87E+12;28759,03204;17,41335993;16,93482589;101,3802522;29,03167412;0,581008065;11;4,6E+11;81,70333614;6,26E+11;75,47330656;37,07776194;65128861;2;6;5;113,7378121;7;56,68309601;82,626;359;16
2016;United Kingdom;214;38;552;90;16;151;297;39;239;364;561;975;1016;1034;738;3002;609;3000;897;2996;2,26E+12;5,550704643;1,44E+11;55,63735743;28,2612134;27,37614403;;28,4392369;-1,619811584;84,21902711;49,22233788;12,05564519;3,25E+11;1,22141102;32908272029;2,79E+12;42510,16106;19,11931922;1,95E+12;29690,23897;17,40073436;17,22363402;101,6197615;30,05904848;2,140283041;11;4,09E+11;82,95942339;6,37E+11;76,51244686;38,81117606;65595565;2;6;5;102,3616014;7;58,49828537;82,886;415;46
2017;United Kingdom;149;8;269;53;9;90;140;30;109;224;634;1041;1109;1092;914;3135;650;3102;956;3134;2,26E+12;5,550704643;1,44E+11;56,06989604;28,54695519;27,52294085;;30,36612544;-1,212887979;83,67812008;48,1786142;4,547793615;1,21E+11;5,177331607;1,38E+11;2,84E+12;43010,70634;18,66453441;2,05E+12;30987,03234;17,52463113;17,23636086;101,2027512;31,57901342;1,890189773;11;4,41E+11;81,58846639;6,44E+11;76,24783559;40,67996135;66058859;2;6;5;97,07141828;7;61,94513887;83,143;508;49
1980;USA;1526;195;1187;270;0;39;58;61;350;829;341;81;629;505;420;3711;1096;2439;1239;3669;2,3E+12;6,3;1,8E+11;52,04431808;17,5710651;34,47325297;250,3774734;9,82645547;-0,456933749;77,14666292;41,08571465;0,585866342;16740000000;0,666361718;19040000000;6,5E+12;28589,67273;15,87683788;2,85E+12;12529,67323;23,31027082;23,53187809;100,4569337;10,28338922;9,03303787;12;2,21E+11;67,87572483;2,57E+11;65,59681811;16,88831477;227225000;3;6;6;105,7153261;6;20,10984469;73,738;4;0
1981;USA;1401;151;1438;223;0;44;93;90;344;856;331;77;622;570;544;4659;868;2380;1506;3905;2,63E+12;6,4;2,05E+11;51,6006138;17,71580014;33,88481366;248,8410903;9,517773699;-0,390359715;76,11350272;45,57115283;0,800737876;25680000000;0,315243767;10110000000;6,66E+12;29028,9015;15,81023884;3,2E+12;13953,64019;24,27685699;23,34737119;100,3903597;9,908133414;9,462179612;12;2,34E+11;67,64164415;2,73E+11;68,99924301;15,96695647;229466000;3;6;6;116,5520789;6;19,42590711;73,89;2;0
1982;USA;1565;230;1410;225;2;30;93;71;339;903;354;90;702;473;641;4250;839;2593;1604;4174;2,79E+12;6,2;2,09E+11;51,26374709;17,84726388;33,41648321;248,6618912;8,469732989;-0,597346304;78,52726353;45,98339153;0,634908483;21230000000;0,232490746;7774000000;6,54E+12;28235,08967;16,58385143;3,37E+12;14553,18047;22,07008277;22,51610374;100,5973463;9,067079292;6,178220382;12;2,12E+11;69,38684152;2,55E+11;71,51128353;14,09556644;231664000;3;6;6;130,3722368;6;17,53681228;74,042;2;0
1983;USA;1650;147;1520;225;1;44;153;65;424;813;386;136;684;585;654;5280;1327;2722;1407;4279;2,99E+12;6,3;2,28E+11;51,04708902;17,98357111;33,06351791;248,7684073;7,622264819;-1,421063841;79,16807694;46,86377895;0,316452387;11500000000;0,241329342;8770000000;6,84E+12;29260,58618;16,38378575;3,61E+12;15458,90364;22,2529869;22,41124061;101,4210638;9,043328661;3,916773325;12;2,01E+11;73,25056208;2,7E+11;71,92135418;13,08508607;233792000;3;6;6;136,4815901;6;16,66559348;74,194;11;1
1984;USA;1882;173;1588;249;13;70;178;74;428;893;334;143;717;664;777;4469;1608;2910;1467;4560;3,37E+12;6,3;2,55E+11;50,93317278;18,13680718;32,7963656;249,0346976;7,489103091;-2,544226007;77,44843302;47,23924699;0,624874152;25230000000;0,317514333;12820000000;7,34E+12;31107,55962;15,72037736;4,03E+12;17098,66214;25,09581775;23,47590024;102,5442508;10,0333291;3,607718124;12;2,18E+11;72,27745209;3,41E+11;74,45385835;14,125648;235825000;3;6;6;144,8902597;6;17,52243219;74,344;22;3
1985;USA;1932;173;1675;213;16;52;192;69;508;1060;402;159;721;785;795;5432;1394;2901;1827;4923;3,61E+12;6,1;2,64E+11;50,90297759;18,30704712;32,59593047;248,7151493;6,98807254;-2,627761047;78,43942089;48,22698436;0,221941613;9630000000;0,084812579;3680000000;7,64E+12;32118,75943;15,91710861;4,31E+12;18115,33935;24,18834016;23,68534164;102,627761;9,615833587;3,162445428;12;2,13E+11;72,68888764;3,62E+11;76,6878641;13,16618495;237924000;3;6;6;150,0143003;6;16,60390613;74,494;40;6
1986;USA;1842;183;1686;306;24;93;208;70;472;939;472;157;702;906;938;4539;1278;2802;1701;5122;3,82E+12;4,2;1,9E+11;51,14187287;18,51524291;32,62662996;251,910633;7,009254676;-2,8794678;79,13884328;48,72614397;0,675731298;30946000000;0,426322557;19524000000;7,91E+12;32925,22668;16,11459526;4,52E+12;18808,4728;23,74062452;23,59714134;102,8794678;9,888722476;2,013895829;12;2,17E+11;74,74676442;3,87E+11;79,46780947;13,30788441;240133000;3;6;6;125,9713873;6;16,89797715;74,644;62;12
1987;USA;2134;207;1813;338;50;96;291;85;497;999;555;233;755;911;874;4963;1270;2942;1829;5258;4,07E+12;6,4;3,1E+11;51,40640471;18,71531801;32,6910867;257,8307545;7,495919336;-2,981742312;79,36151128;50,10726444;1,302414002;63235000000;0,819675339;39797000000;8,18E+12;33761,17884;16,00120695;4,83E+12;19930,24033;23,62023103;23,06105909;102,9817423;10,47766165;2,472492501;12;2,53E+11;75,7727217;4,24E+11;78,47303208;13,97600312;242289000;3;6;6;113,4091611;6;17,97358098;74,793;91;22
1988;USA;2203;215;2211;307;88;99;304;45;611;1214;527;266;775;1308;1146;5483;1343;2851;1840;5813;4,46E+12;4,3;2,27E+11;51,68664451;18,90527952;32,78136499;244,882256;8,49052352;-2,089053666;79,261265;51,37470262;1,086807482;56910000000;0,414422934;21701000000;8,52E+12;34853,48847;15,66816985;5,26E+12;21497,40081;22,82780776;22,47485791;102,0890728;10,57957719;3,527436272;12;3,19E+11;75,33645243;4,6E+11;78,25263602;14,93324279;244499000;3;6;6;107,2347719;6;19,07010071;74,942;127;48
1989;USA;2366;266;2537;369;80;160;397;113;724;1580;692;313;804;1270;1226;5921;1254;3163;2098;6021;4,74E+12;4,3;2,42E+11;51,96227796;19,07613863;32,88613933;241,6244898;8,938790197;-1,537547992;79,02371322;52,65958318;1,343240723;75780000000;0,90364756;50980000000;8,83E+12;35793,8965;15,62379688;5,6E+12;22682,13144;22,51379933;22,0229262;101,5375125;10,47633819;3,920339987;12;3,64E+11;75,5166818;4,93E+11;76,04255685;15,1860649;246819000;3;6;6;110,8902874;6;19,41512839;75,089;166;48
1990;USA;2605;238;2909;490;105;190;484;99;749;2087;573;389;818;1369;1443;5674;1236;3338;2250;6362;4,98E+12;4,4;2,6E+11;52,21228804;19,2210388;32,99124924;238,4098645;9,254732068;-1,305586449;79,776373;53,98779715;1,194504107;71230000000;1,005174452;59940000000;9E+12;36059,30163;15,90077315;5,9E+12;23644,81638;21,52921345;21,28528172;101,3055864;10,56031852;3,743334458;12;3,93E+11;75,59875033;5,17E+11;74,36276387;15,2701159;249623000;3;6;6;105,8482569;6;19,81505058;75,3;235;72
1991;USA;2436;201;3121;541;94;189;512;134;913;1919;634;654;932;1381;1683;6492;1214;3348;2035;6865;5,15E+12;4,5;2,75E+11;52,60544199;19,33702614;33,26841585;235,1301191;9,660905122;-0,464637879;80,3540491;54,7706565;0,561047032;34550000000;0,800080674;49270000000;8,99E+12;35542,14111;16,31756983;6,1E+12;24099,63594;20,11060502;20,11701931;100,4646541;10,125543;3,381755673;12;4,22E+11;74,35410875;5,09E+11;74,29208136;15,10349978;252981000;3;6;6;104,3846559;6;19,78644812;75,701;491;83
1992;USA;2533;257;3734;526;95;214;593;154;1191;2142;633;796;1124;1467;1864;6467;1328;3516;2076;7068;5,46E+12;5,4280995;3,51E+11;52,9175937;19,41321622;33,50437748;233,8606041;9,708914906;-0,532764691;80,45519803;55,77697151;0,464853987;30310000000;0,901335163;58770000000;9,31E+12;36287,32286;16,07868746;6,44E+12;25088,17842;20,077582;19,82716511;100,53278;10,2416796;2,278908379;12;4,47E+11;72,20942947;5,53E+11;72,62480818;15,36864639;256514000;3;6;6;101,7937826;6;19,9505945;76,097;660;111
1993;USA;2714;282;3838;548;67;203;595;182;1441;2353;585;848;1257;1528;1470;7036;1306;3875;1927;7114;5,71E+12;5,1;3,45E+11;53,12005973;19,45014335;33,66991638;236,2802329;9,547180392;-0,950257919;80,55663004;57,06659887;0,732369584;50230000000;1,207250678;82800000000;9,56E+12;36797,79765;15,64526893;6,73E+12;25907,17877;20,39362787;20,09015305;100,9502579;10,49743831;2,369280274;12;4,66E+11;71,87090663;6,03E+11;71,47542289;15,57486055;259919000;3;6;6;104,7620868;6;20,0446187;76,488;637;97
1994;USA;2878;263;4856;643;74;430;685;281;1777;3191;680;877;1614;1910;1597;7344;1382;4148;2059;7522;6,11E+12;5,3558719;3,86E+11;53,17880751;19,44156665;33,73724086;238,0491264;9,893147416;-1,269164331;79,99008129;58,51405055;0,767643589;55940000000;1,234898938;89990000000;9,95E+12;37813,75818;15,20605343;7,17E+12;27250,25653;21,27909677;20,40379919;101,2691781;11,16231175;2,13537874;12;5,12E+11;71,40846767;6,89E+11;70,26969865;16,49242593;263126000;3;6;6;104,2028202;6;21,05545916;76,875;797;123
1995;USA;2889;288;6919;632;74;690;906;363;2459;3762;787;1229;1295;1728;1802;8113;1403;4363;2445;8070;6,44E+12;4,7893238;3,64E+11;53,08725084;19,38468938;33,70256146;238,8986411;10,63922388;-1,174933889;79,90227166;60,21147423;0,904218188;69080000000;1,440623246;1,1E+11;1,02E+13;38369,16184;14,94477109;7,57E+12;28446,5521;21,27264914;20,86459909;101,1749208;11,81415777;2,096831268;12;5,83E+11;72,33528466;7,71E+11;69,0619699;17,743973;266278000;3;6;6;100,7565153;6;22,45338165;77,257;870;126
1996;USA;2885;324;9259;709;78;1064;1083;361;3546;4110;939;1316;1314;1790;1717;8097;1342;4585;2073;9273;6,85E+12;4,7893238;3,87E+11;53,04141652;19,30002501;33,74139151;243,4095505;10,74663556;-1,193800862;79,49197349;62,02917925;1,209693103;97660000000;1,276086253;1,03E+11;1,06E+13;39356,0918;14,52832002;8,05E+12;29866,68968;21,70181499;21,32030211;101,1937885;11,94043643;1,831030848;12;6,23E+11;71,40434136;8,18E+11;67,17485933;17,92488705;269394000;3;6;6;103,7438939;6;22,68707199;77,636;930;112
